Campo;Contenido;Incidente;Fecha
Fecha de fin deseada;31/12/2023;1661682;2016-12-30 15:59:41
Texto breve;RETIRAR GARAJE TERM SLC VBL SNG;1661682;2015-09-12 22:32:33
Prioridad;7;1661682;2015-09-12 22:32:33
Número de orden;000035701905;1661682;2015-09-12 22:32:33
Interlocutor;00010031;1661682;2015-09-12 22:32:33
Fecha de fin deseada;31/12/2021;1661682;2015-09-12 22:32:33
Estatus;Orden asignada;1661682;2015-09-12 22:32:33
Número de orden;;1661682;2015-09-02 15:36:27
Estatus;Orden asignada;1661682;2015-09-02 15:36:27
Fecha de fin deseada;31/12/2024;1661682;2014-02-22 12:21:04
Fecha de fin deseada;01/10/2018;1661682;2013-11-09 04:21:50
Texto breve;Retirar construcciones D.F.S. T173;1661682;2012-04-22 12:18:39
Texto breve;Retirar porteria D.F.S. T173;1661682;2011-10-26 11:21:01
Interlocutor;99991901;1661682;2011-04-21 10:27:52
Fecha de fin deseada;01/10/2017;1661682;2011-01-30 18:40:24
Grupo de códigos: Codificación;ORIGEN;1661682;2011-01-16 09:25:58
Codificación;0060;1661682;2011-01-16 09:25:58
Interlocutor;00004051;1661682;2011-01-16 09:21:14
ID objeto del puesto de trabajo;10000847;1661682;2011-01-16 09:21:14
Fecha de fin deseada;30/11/2015;1661682;2010-12-29 09:07:16
Fecha de fin deseada;30/11/2014;1661682;2010-10-10 22:43:40
Hora de inicio deseada;05:00:00;1661682;2010-09-16 16:17:05
Hora de fin deseada;14:00:00;1661682;2010-09-16 16:17:05
Fecha de inicio deseada;19/09/2014;1661682;2010-09-16 16:17:05
Fecha de fin deseada;21/09/2014;1661682;2010-09-16 16:17:05
Estatus;Actividad en Plan de Trabajo;1661682;2010-09-16 16:17:05
Texto de la causa;Construcciones infraestructura;1661682;2010-09-13 21:48:49
Texto breve para la posición del mensaje;Construcciones infraestructura;1661682;2010-09-13 21:48:49
Número de orden;000035401657;1661682;2010-03-03 21:22:05
Estatus;Orden asignada;1661682;2010-03-03 21:22:05
Texto breve;Retirar porteria D.F.S. torre 173;1661682;2010-02-26 06:04:15
Fecha de inicio deseada;01/01/2015;1661682;2010-01-31 14:13:03
Fecha de fin deseada;31/01/2015;1661682;2010-01-31 14:13:03
ID objeto del puesto de trabajo;10000821;1661682;2009-12-17 14:51:42
Centro para puesto trabajo;ITCO;1661682;2009-12-17 14:51:42
Centro de planificación del mantenimiento;ITCO;1661682;2009-12-17 14:51:42
Prioridad;4;1661682;2009-10-28 09:19:28
Inicio de la avería (hora);09:18:06;1661682;2009-10-28 09:19:28
Inicio de la avería (fecha);28/10/2013;1661682;2009-10-28 09:19:28
Estatus;Requiere Gestión  Ambiental;1661682;2009-10-28 09:19:28
Estatus;Mensaje abierto;1661682;2009-10-28 09:19:28
Estatus;Mensaje en tratamiento;1661682;2009-10-28 09:19:28
Estatus;Aviso Inicial;1661682;2009-10-27 13:59:52
Estatus;Mensaje abierto;1661682;2009-10-27 13:59:52
Fecha de fin deseada;31/12/2023;1661681;2018-12-27 10:51:33
Clase de catálogo: Causas;;1661681;2018-02-05 10:56:19
Parte del objeto;3010;1661681;2018-02-05 10:56:10
Número de versión;000001;1661681;2018-02-05 10:56:10
Grupo de códigos: problemas;LITRA-VA;1661681;2018-02-05 10:56:10
Grupo de códigos: partes del objeto;LITRA-VA;1661681;2018-02-05 10:56:10
Grupo de códigos: causas;3LITR-EN;1661681;2018-02-05 10:56:10
Código del problema o de la avería;5050;1661681;2018-02-05 10:56:10
Código de causas;3115;1661681;2018-02-05 10:56:10
Clase de catálogo: Causas;F;1661681;2018-02-05 10:56:10
"Clase catálogo; problemas/errores";5;1661681;2018-02-05 10:56:10
Estatus;Actividad en Plan de Trabajo;1661681;2017-10-13 15:56:23
Perfil de catálogo;3-LINTRA;1661681;2017-04-28 13:47:02
Origen del esquema de informe para avisos;3;1661681;2017-04-28 13:47:02
Fecha de fin deseada;31/12/2022;1661681;2016-12-28 17:41:09
Fecha de fin deseada;31/12/2021;1661681;2016-01-10 10:06:39
Fecha de fin deseada;31/12/2020;1661681;2015-12-31 13:14:08
Texto breve;SEGUIMIENTO BARRIO TERM SLC VBL SNG;1661681;2015-09-04 17:54:12
Prioridad;7;1661681;2015-09-04 17:54:12
Número de orden;000035701839;1661681;2015-09-04 17:54:12
Fecha de fin deseada;31/12/2019;1661681;2015-09-04 17:54:12
Estatus;Orden asignada;1661681;2015-09-04 17:54:12
Número de orden;;1661681;2015-09-02 15:36:51
Estatus;Orden asignada;1661681;2015-09-02 15:36:51
Fecha de fin deseada;31/12/2024;1661681;2014-02-22 12:21:49
Fecha de fin deseada;01/12/2018;1661681;2013-11-09 04:22:05
Texto breve;Retirar construcciones  DFS T180;1661681;2012-04-22 12:19:54
Texto breve;Retirar parqueadero DFS T180;1661681;2012-04-08 09:49:40
Interlocutor;99991901;1661681;2011-04-21 10:27:57
Fecha de inicio deseada;03/08/2017;1661681;2011-01-30 18:41:12
Fecha de fin deseada;01/12/2017;1661681;2011-01-30 18:41:12
Grupo de códigos: Codificación;ORIGEN;1661681;2011-01-16 09:26:05
Codificación;0060;1661681;2011-01-16 09:26:05
Interlocutor;00004051;1661681;2011-01-16 09:21:27
ID objeto del puesto de trabajo;10000847;1661681;2011-01-16 09:21:27
Fecha de fin deseada;30/11/2015;1661681;2010-12-29 09:07:21
Fecha de fin deseada;30/11/2014;1661681;2010-10-10 22:44:41
Hora de inicio deseada;05:00:00;1661681;2010-09-16 16:17:05
Hora de fin deseada;14:00:00;1661681;2010-09-16 16:17:05
Fecha de inicio deseada;19/09/2014;1661681;2010-09-16 16:17:05
Fecha de fin deseada;21/09/2014;1661681;2010-09-16 16:17:05
Estatus;Actividad en Plan de Trabajo;1661681;2010-09-16 16:17:05
Texto breve;Retirar parqueadero debajo del ckto;1661681;2010-09-09 14:47:21
Número de orden;000035401659;1661681;2010-03-03 21:22:30
Estatus;Orden asignada;1661681;2010-03-03 21:22:30
Texto breve;Retirar parqueadero debajo del cto;1661681;2010-02-26 06:04:34
Fecha de inicio deseada;01/01/2015;1661681;2010-01-31 14:13:03
Fecha de fin deseada;31/01/2015;1661681;2010-01-31 14:13:03
ID objeto del puesto de trabajo;10000821;1661681;2009-12-17 14:51:42
Centro para puesto trabajo;ITCO;1661681;2009-12-17 14:51:42
Centro de planificación del mantenimiento;ITCO;1661681;2009-12-17 14:51:42
Prioridad;4;1661681;2009-10-28 09:19:58
Inicio de la avería (hora);09:19:28;1661681;2009-10-28 09:19:58
Inicio de la avería (fecha);28/10/2013;1661681;2009-10-28 09:19:58
Estatus;Requiere Gestión  Ambiental;1661681;2009-10-28 09:19:58
Estatus;Mensaje abierto;1661681;2009-10-28 09:19:58
Estatus;Mensaje en tratamiento;1661681;2009-10-28 09:19:58
Estatus;Aviso Inicial;1661681;2009-10-27 14:07:20
Estatus;Mensaje abierto;1661681;2009-10-27 14:07:20
Fecha de fin deseada;31/12/2023;1661680;2018-12-27 10:52:14
Clase de catálogo: Causas;;1661680;2018-02-05 10:57:12
Parte del objeto;3010;1661680;2018-02-05 10:57:02
Número de versión;000001;1661680;2018-02-05 10:57:02
Grupo de códigos: problemas;LITRA-VA;1661680;2018-02-05 10:57:02
Grupo de códigos: partes del objeto;LITRA-VA;1661680;2018-02-05 10:57:02
Grupo de códigos: causas;3LITR-EN;1661680;2018-02-05 10:57:02
Código del problema o de la avería;5050;1661680;2018-02-05 10:57:02
Código de causas;3115;1661680;2018-02-05 10:57:02
Clase de catálogo: Causas;F;1661680;2018-02-05 10:57:02
"Clase catálogo; problemas/errores";5;1661680;2018-02-05 10:57:02
Estatus;Actividad en Plan de Trabajo;1661680;2017-10-13 15:56:23
Perfil de catálogo;3-LINTRA;1661680;2017-04-28 13:47:16
Origen del esquema de informe para avisos;3;1661680;2017-04-28 13:47:16
Fecha de fin deseada;31/12/2022;1661680;2016-12-28 17:41:19
Texto breve;RETIRAR PARQUEADERO TERM SLC VBL SNG;1661680;2015-09-04 17:51:41
Prioridad;7;1661680;2015-09-04 17:51:41
Número de orden;000035701838;1661680;2015-09-04 17:51:41
Interlocutor;00010031;1661680;2015-09-04 17:51:41
Fecha de fin deseada;31/12/2021;1661680;2015-09-04 17:51:41
Estatus;Orden asignada;1661680;2015-09-04 17:51:41
Número de orden;;1661680;2015-09-02 15:37:21
Estatus;Orden asignada;1661680;2015-09-02 15:37:21
Texto breve;Retirar construcciones DFS T181 J. Novoa;1661680;2014-09-11 10:38:23
Fecha de fin deseada;31/12/2024;1661680;2014-02-22 12:22:06
Fecha de fin deseada;01/12/2018;1661680;2013-11-09 04:22:20
Texto breve;Retirar construcciones D.F.S. T181;1661680;2012-04-22 12:21:20
Texto breve;Retirar parqueadero D.F.S. T181;1661680;2012-04-08 09:49:59
Interlocutor;99991901;1661680;2011-04-21 10:28:01
Texto breve;Retirar parqueadero D.F.S.;1661680;2011-03-11 16:20:36
Interlocutor;00004051;1661680;2011-02-26 07:57:36
ID objeto del puesto de trabajo;10000847;1661680;2011-02-26 07:57:36
Fecha de inicio deseada;03/08/2017;1661680;2011-01-30 18:43:28
Fecha de fin deseada;01/12/2017;1661680;2011-01-30 18:43:28
Grupo de códigos: Codificación;ORIGEN;1661680;2011-01-16 09:26:11
Codificación;0060;1661680;2011-01-16 09:26:11
Fecha de fin deseada;30/11/2015;1661680;2010-12-29 09:07:27
Fecha de fin deseada;30/11/2014;1661680;2010-10-10 23:13:35
Estatus;Actividad en Plan de Trabajo;1661680;2010-09-16 16:17:06
Hora de inicio deseada;05:00:00;1661680;2010-09-16 16:17:05
Hora de fin deseada;14:00:00;1661680;2010-09-16 16:17:05
Fecha de inicio deseada;19/09/2014;1661680;2010-09-16 16:17:05
Fecha de fin deseada;21/09/2014;1661680;2010-09-16 16:17:05
Texto breve;Retirar parqueadero y talar árboles T181;1661680;2010-08-29 10:24:45
Número de orden;000035401660;1661680;2010-03-03 21:22:43
Estatus;Orden asignada;1661680;2010-03-03 21:22:43
Estatus;Requiere Gestión  Ambiental;1661680;2010-02-27 08:59:03
Texto breve;Retirar paqueadero y talar árboles T181;1661680;2010-02-27 08:50:35
Fecha de inicio deseada;01/01/2015;1661680;2010-01-31 14:13:03
Fecha de fin deseada;31/01/2015;1661680;2010-01-31 14:13:03
ID objeto del puesto de trabajo;10000821;1661680;2009-12-17 14:51:42
Centro para puesto trabajo;ITCO;1661680;2009-12-17 14:51:42
Centro de planificación del mantenimiento;ITCO;1661680;2009-12-17 14:51:42
Prioridad;4;1661680;2009-12-02 09:43:52
Estatus;Mensaje en tratamiento;1661680;2009-12-02 09:43:52
Estatus;Solicitud de Corrección;1661680;2009-12-02 09:43:52
Estatus;Mensaje abierto;1661680;2009-12-02 09:43:52
Inicio de la avería (hora);10:04:16;1661680;2009-10-30 10:06:50
Inicio de la avería (fecha);30/10/2013;1661680;2009-10-30 10:06:50
Estatus;Solicitud de Corrección;1661680;2009-10-30 10:06:50
Estatus;Paging efectuado;1661680;2009-10-30 10:06:50
Estatus;Aviso Inicial;1661680;2009-10-27 14:16:38
Estatus;Mensaje abierto;1661680;2009-10-27 14:16:38
Estatus;Amparo Policivo;1661679;2019-06-20 10:11:34
Fecha de fin deseada;31/12/2023;1661679;2018-12-27 10:52:54
Clase de catálogo: Causas;;1661679;2018-02-05 10:58:04
Parte del objeto;3010;1661679;2018-02-05 10:57:55
Número de versión;000001;1661679;2018-02-05 10:57:55
Grupo de códigos: problemas;LITRA-VA;1661679;2018-02-05 10:57:55
Grupo de códigos: partes del objeto;LITRA-VA;1661679;2018-02-05 10:57:55
Grupo de códigos: causas;3LITR-EN;1661679;2018-02-05 10:57:55
Código del problema o de la avería;5050;1661679;2018-02-05 10:57:55
Código de causas;3115;1661679;2018-02-05 10:57:55
Clase de catálogo: Causas;F;1661679;2018-02-05 10:57:55
"Clase catálogo; problemas/errores";5;1661679;2018-02-05 10:57:55
Estatus;Actividad en Plan de Trabajo;1661679;2017-10-13 15:56:23
Perfil de catálogo;3-LINTRA;1661679;2017-04-28 13:47:30
Origen del esquema de informe para avisos;3;1661679;2017-04-28 13:47:30
Fecha de fin deseada;31/12/2022;1661679;2016-12-28 17:41:28
Fecha de fin deseada;31/12/2021;1661679;2016-01-10 10:06:45
Fecha de fin deseada;31/12/2020;1661679;2015-12-31 13:13:56
Texto breve;SEGUIMIENTO BARRIO TERM SLC VBL SNG;1661679;2015-09-04 17:52:43
Fecha de fin deseada;31/12/2019;1661679;2015-09-04 17:52:43
Texto breve;RETIRAR VIVIEDA3 TERM SLC VBL SNG;1661679;2015-09-04 17:48:16
Prioridad;7;1661679;2015-09-04 17:48:16
Número de orden;000035701837;1661679;2015-09-04 17:48:16
Fecha de fin deseada;31/12/2021;1661679;2015-09-04 17:48:16
Estatus;Orden asignada;1661679;2015-09-04 17:48:16
Número de orden;;1661679;2015-09-02 15:37:36
Estatus;Orden asignada;1661679;2015-09-02 15:37:36
Fecha de fin deseada;31/12/2024;1661679;2014-02-22 12:22:24
Fecha de fin deseada;31/12/2018;1661679;2013-04-11 19:30:57
Interlocutor;00010031;1661679;2012-06-30 13:38:07
Texto breve;Retirar Construcciiones  D.F.S. T182;1661679;2012-04-22 12:23:44
Texto breve;Retirar Construcción D.F.S. T182;1661679;2012-04-20 12:39:33
Texto breve;Retirar Construcción T182;1661679;2012-04-08 09:53:20
Texto breve;Retirar Construcción;1661679;2011-09-16 16:10:07
Texto breve;Retirar construcciones D.F.S. T182;1661679;2011-05-26 12:21:51
Interlocutor;99991901;1661679;2011-04-21 10:27:31
Fecha de inicio deseada;04/07/2016;1661679;2011-01-30 17:59:56
Fecha de fin deseada;01/11/2016;1661679;2011-01-30 17:59:56
Grupo de códigos: Codificación;ORIGEN;1661679;2011-01-16 09:26:19
Codificación;0060;1661679;2011-01-16 09:26:19
Interlocutor;00004051;1661679;2011-01-16 09:21:33
ID objeto del puesto de trabajo;10000847;1661679;2011-01-16 09:21:33
Fecha de fin deseada;30/11/2015;1661679;2010-12-29 09:07:33
Fecha de fin deseada;30/11/2014;1661679;2010-10-10 23:14:13
Hora de inicio deseada;05:00:00;1661679;2010-09-16 16:17:06
Hora de fin deseada;14:00:00;1661679;2010-09-16 16:17:06
Fecha de inicio deseada;19/09/2014;1661679;2010-09-16 16:17:06
Fecha de fin deseada;21/09/2014;1661679;2010-09-16 16:17:06
Estatus;Actividad en Plan de Trabajo;1661679;2010-09-16 16:17:06
Número de orden;000035401661;1661679;2010-03-03 21:22:52
Estatus;Orden asignada;1661679;2010-03-03 21:22:52
Texto breve;Retirar construcciones D.F.S. T 182;1661679;2010-02-26 06:05:25
Fecha de inicio deseada;01/01/2015;1661679;2010-01-31 14:13:03
Fecha de fin deseada;31/01/2015;1661679;2010-01-31 14:13:03
ID objeto del puesto de trabajo;10000821;1661679;2009-12-17 14:51:43
Centro para puesto trabajo;ITCO;1661679;2009-12-17 14:51:43
Centro de planificación del mantenimiento;ITCO;1661679;2009-12-17 14:51:43
Prioridad;2;1661679;2009-10-28 09:21:22
Inicio de la avería (hora);09:20:49;1661679;2009-10-28 09:21:22
Inicio de la avería (fecha);28/10/2013;1661679;2009-10-28 09:21:22
Estatus;Requiere Gestión  Ambiental;1661679;2009-10-28 09:21:22
Estatus;Mensaje abierto;1661679;2009-10-28 09:21:22
Estatus;Mensaje en tratamiento;1661679;2009-10-28 09:21:22
Estatus;Aviso Inicial;1661679;2009-10-27 14:22:48
Estatus;Mensaje abierto;1661679;2009-10-27 14:22:48
Fecha de fin deseada;31/12/2023;1661677;2018-12-27 10:53:34
Fecha de fin deseada;//;1661677;2018-02-05 14:21:56
Parte del objeto;3010;1661677;2018-02-05 14:21:45
Número de versión;000001;1661677;2018-02-05 14:21:45
Grupo de códigos: problemas;LITRA-VA;1661677;2018-02-05 14:21:45
Grupo de códigos: partes del objeto;LITRA-VA;1661677;2018-02-05 14:21:45
Grupo de códigos: causas;3LITR-EN;1661677;2018-02-05 14:21:45
Código del problema o de la avería;5050;1661677;2018-02-05 14:21:45
Código de causas;3115;1661677;2018-02-05 14:21:45
Clase de catálogo: Causas;F;1661677;2018-02-05 14:21:45
"Clase catálogo; problemas/errores";5;1661677;2018-02-05 14:21:45
Estatus;Actividad en Plan de Trabajo;1661677;2017-10-13 15:56:23
Perfil de catálogo;3-LINTRA;1661677;2017-04-28 13:48:00
Origen del esquema de informe para avisos;3;1661677;2017-04-28 13:48:00
Fecha de fin deseada;31/12/2022;1661677;2016-12-28 17:41:38
Texto breve;RETIRAR BODEGA C TERM CLC IVBL SNG;1661677;2015-09-04 17:42:16
Prioridad;7;1661677;2015-09-04 17:42:16
Número de orden;000035701835;1661677;2015-09-04 17:42:16
Fecha de fin deseada;31/12/2021;1661677;2015-09-04 17:42:16
Estatus;Requiere Análisis;1661677;2015-09-04 17:42:16
Estatus;Orden asignada;1661677;2015-09-04 17:42:16
Número de orden;;1661677;2015-09-02 15:38:42
Estatus;Orden asignada;1661677;2015-09-02 15:38:42
Fecha de fin deseada;31/12/2024;1661677;2014-02-22 12:22:57
Fecha de fin deseada;31/12/2018;1661677;2013-04-11 19:30:52
Texto breve;Reubicar Construcciones D.F.S. T190;1661677;2013-03-28 11:09:27
Texto breve;Retirar Construcciones D.F.S. T190;1661677;2012-04-22 12:22:21
Texto breve;Retirar Construcción D.F.S. T190;1661677;2012-04-20 12:38:27
Texto breve;Retirar Construcción T190;1661677;2012-04-08 09:57:22
Texto breve;Retirar Construcción;1661677;2011-09-16 16:09:54
Fecha de fin deseada;31/05/2016;1661677;2011-07-07 16:49:12
Texto breve;Retirar construcción D.F.S. T190;1661677;2011-05-26 12:18:44
Interlocutor;99991901;1661677;2011-04-21 10:27:24
Fecha de inicio deseada;01/02/2015;1661677;2011-01-30 18:42:00
Fecha de fin deseada;01/06/2015;1661677;2011-01-30 18:42:00
Grupo de códigos: Codificación;ORIGEN;1661677;2011-01-16 09:26:28
Codificación;0060;1661677;2011-01-16 09:26:28
Interlocutor;00004051;1661677;2011-01-16 09:21:46
ID objeto del puesto de trabajo;10000847;1661677;2011-01-16 09:21:46
Fecha de fin deseada;30/11/2015;1661677;2010-12-29 09:07:45
Fecha de fin deseada;30/11/2014;1661677;2010-10-10 23:15:18
Estatus;Actividad en Plan de Trabajo;1661677;2010-09-16 16:17:07
Hora de inicio deseada;05:00:00;1661677;2010-09-16 16:17:06
Hora de fin deseada;14:00:00;1661677;2010-09-16 16:17:06
Fecha de inicio deseada;19/09/2014;1661677;2010-09-16 16:17:06
Fecha de fin deseada;21/09/2014;1661677;2010-09-16 16:17:06
Número de orden;000035401663;1661677;2010-03-03 21:23:16
Estatus;Orden asignada;1661677;2010-03-03 21:23:16
Texto breve;Retirar construcción D.F.S. T 190;1661677;2010-02-26 06:06:50
Fecha de inicio deseada;01/01/2015;1661677;2010-01-31 14:13:04
Fecha de fin deseada;31/01/2015;1661677;2010-01-31 14:13:04
ID objeto del puesto de trabajo;10000821;1661677;2009-12-17 14:51:43
Centro para puesto trabajo;ITCO;1661677;2009-12-17 14:51:43
Centro de planificación del mantenimiento;ITCO;1661677;2009-12-17 14:51:43
Prioridad;4;1661677;2009-10-28 09:22:17
Inicio de la avería (hora);09:21:52;1661677;2009-10-28 09:22:17
Inicio de la avería (fecha);28/10/2013;1661677;2009-10-28 09:22:17
Estatus;Requiere Gestión  Ambiental;1661677;2009-10-28 09:22:17
Estatus;Mensaje abierto;1661677;2009-10-28 09:22:17
Estatus;Mensaje en tratamiento;1661677;2009-10-28 09:22:17
Estatus;Aviso Inicial;1661677;2009-10-27 14:35:03
Estatus;Mensaje abierto;1661677;2009-10-27 14:35:03
Fecha de fin deseada;30/10/2023;1657205;2018-12-27 10:47:22
Clase de catálogo: Causas;;1657205;2018-02-05 14:23:58
Parte del objeto;3010;1657205;2018-02-05 14:23:49
Número de versión;000001;1657205;2018-02-05 14:23:49
Grupo de códigos: problemas;LITRA-VA;1657205;2018-02-05 14:23:49
Grupo de códigos: partes del objeto;LITRA-VA;1657205;2018-02-05 14:23:49
Grupo de códigos: causas;3LITR-EN;1657205;2018-02-05 14:23:49
Código del problema o de la avería;5050;1657205;2018-02-05 14:23:49
Código de causas;3115;1657205;2018-02-05 14:23:49
Clase de catálogo: Causas;F;1657205;2018-02-05 14:23:49
"Clase catálogo; problemas/errores";5;1657205;2018-02-05 14:23:49
Perfil de catálogo;3-LINTRA;1657205;2017-04-28 13:48:13
Origen del esquema de informe para avisos;3;1657205;2017-04-28 13:48:13
Texto breve;RETIRAR MARARNERA TERM SLC VBL SNG;1657205;2015-09-12 22:28:50
Prioridad;7;1657205;2015-09-12 22:28:50
Número de orden;000035701902;1657205;2015-09-12 22:28:50
Fecha de fin deseada;31/12/2022;1657205;2015-09-12 22:28:50
Estatus;Orden asignada;1657205;2015-09-12 22:28:50
Número de orden;;1657205;2015-09-02 15:39:22
Estatus;Orden asignada;1657205;2015-09-02 15:39:22
Grupo planificador p.servicio cliente y mantenimiento;080;1657205;2014-05-10 20:05:17
Fecha de fin deseada;31/12/2024;1657205;2014-02-22 12:19:37
Fecha de fin deseada;31/12/2018;1657205;2013-04-11 19:31:05
Texto breve;;1657205;2012-10-04 21:53:57
Texto breve;;1657205;2012-10-04 21:53:57
Texto breve;RETIRAR MARRANERATERM SLC SNG;1657205;2012-10-04 21:53:57
Texto breve;Retirar constr. marranera D.F.S. T70;1657205;2012-09-19 11:00:26
Texto breve;Retirar marranera D.F.S. T70;1657205;2012-09-19 10:10:13
Interlocutor;00010031;1657205;2011-08-11 14:01:54
Interlocutor;99991901;1657205;2011-04-21 10:37:44
Fecha de inicio deseada;03/06/2016;1657205;2011-01-30 18:44:18
Fecha de fin deseada;01/10/2016;1657205;2011-01-30 18:44:18
Grupo de códigos: Codificación;ORIGEN;1657205;2011-01-23 09:32:08
Codificación;0060;1657205;2011-01-23 09:32:08
Interlocutor;00004051;1657205;2011-01-16 09:26:01
ID objeto del puesto de trabajo;10000847;1657205;2011-01-16 09:26:01
Número de orden;000035401684;1657205;2010-03-03 21:29:44
Estatus;Orden asignada;1657205;2010-03-03 21:29:44
Texto breve;Retirar marranera D.F.S. T 70;1657205;2010-02-26 06:21:57
Fecha de inicio deseada;01/01/2015;1657205;2010-01-31 14:13:11
Fecha de fin deseada;31/01/2015;1657205;2010-01-31 14:13:11
ID objeto del puesto de trabajo;10000821;1657205;2009-12-17 14:51:41
Centro para puesto trabajo;ITCO;1657205;2009-12-17 14:51:41
Centro de planificación del mantenimiento;ITCO;1657205;2009-12-17 14:51:41
Prioridad;4;1657205;2009-11-18 10:43:40
Inicio de la avería (hora);10:42:01;1657205;2009-11-18 10:43:40
Inicio de la avería (fecha);18/11/2013;1657205;2009-11-18 10:43:40
Estatus;Mensaje en tratamiento;1657205;2009-11-18 10:43:40
Estatus;Requiere Gestión  Ambiental;1657205;2009-11-18 10:43:40
Estatus;Mensaje abierto;1657205;2009-11-18 10:43:40
Estatus;Aviso Inicial;1657205;2009-11-15 18:18:12
Estatus;Mensaje abierto;1657205;2009-11-15 18:18:12
Fecha de fin deseada;30/10/2023;1643965;2018-12-27 10:47:52
Fecha de fin deseada;31/12/2023;1643965;2018-12-27 10:46:02
Fecha de fin deseada;//;1643965;2018-02-05 14:24:40
Parte del objeto;3010;1643965;2018-02-05 14:24:31
Número de versión;000001;1643965;2018-02-05 14:24:31
Grupo de códigos: problemas;LITRA-VA;1643965;2018-02-05 14:24:31
Grupo de códigos: partes del objeto;LITRA-VA;1643965;2018-02-05 14:24:31
Grupo de códigos: causas;3LITR-EN;1643965;2018-02-05 14:24:31
Código del problema o de la avería;5050;1643965;2018-02-05 14:24:31
Código de causas;3115;1643965;2018-02-05 14:24:31
Clase de catálogo: Causas;F;1643965;2018-02-05 14:24:31
"Clase catálogo; problemas/errores";5;1643965;2018-02-05 14:24:31
Perfil de catálogo;3-LINTRA;1643965;2017-05-18 14:55:20
Origen del esquema de informe para avisos;2;1643965;2017-05-18 14:55:20
Fecha de fin deseada;31/12/2022;1643965;2016-12-28 17:41:48
Texto breve;RETIRAR BODEGA C TERM CLC IVBL SNG;1643965;2015-10-07 15:07:40
Prioridad;5;1643965;2015-10-07 15:07:40
Fecha de fin deseada;31/12/2021;1643965;2015-10-07 15:07:40
Texto breve;Reubicar bodega D.F.S. T359;1643965;2015-09-20 11:08:37
Grupo planificador p.servicio cliente y mantenimiento;080;1643965;2014-05-14 21:20:36
Fecha de fin deseada;31/12/2024;1643965;2014-02-22 12:18:24
Fecha de fin deseada;31/12/2018;1643965;2013-04-11 19:31:21
Interlocutor;99991901;1643965;2011-04-21 10:11:16
Fecha de inicio deseada;02/01/2016;1643965;2011-01-30 18:44:42
Fecha de fin deseada;01/05/2016;1643965;2011-01-30 18:44:42
Grupo de códigos: Codificación;ORIGEN;1643965;2011-01-23 09:58:41
Codificación;0060;1643965;2011-01-23 09:58:41
Interlocutor;00004051;1643965;2011-01-16 09:26:50
ID objeto del puesto de trabajo;10000847;1643965;2011-01-16 09:26:50
Número de orden;000035700280;1643965;2010-08-26 15:48:19
Estatus;Orden asignada;1643965;2010-08-26 15:48:19
ID objeto del puesto de trabajo;10000821;1643965;2010-08-26 15:47:38
Centro para puesto trabajo;ITCO;1643965;2010-08-26 15:47:38
Centro de planificación del mantenimiento;ITCO;1643965;2010-08-26 15:47:38
Número de orden;;1643965;2010-08-26 13:23:54
Estatus;Orden asignada;1643965;2010-08-26 13:23:54
Estatus;Requiere Gestión  Ambiental;1643965;2010-07-30 15:27:59
Número de orden;000035402971;1643965;2010-07-21 12:26:46
Estatus;Orden asignada;1643965;2010-07-21 12:26:46
Estatus;Requiere Gestión  Ambiental;1643965;2010-06-26 11:36:34
Número de orden;;1643965;2010-06-12 09:39:05
Estatus;Orden asignada;1643965;2010-06-12 09:39:05
Estatus;Mensaje en tratamiento;1643965;2010-06-12 09:37:28
Estatus;Mensaje cerrado;1643965;2010-06-12 09:37:28
Hora de cierre del aviso;00:00:00;1643965;2010-06-12 09:37:27
Fecha para el cierre del aviso;00/00/0000;1643965;2010-06-12 09:37:27
Hora de cierre del aviso;10:18:35;1643965;2010-04-28 09:18:37
Fecha para el cierre del aviso;28/04/2014;1643965;2010-04-28 09:18:37
Estatus;Mensaje en tratamiento;1643965;2010-04-28 09:18:37
Estatus;Mensaje cerrado;1643965;2010-04-28 09:18:37
Fecha de inicio deseada;13/02/2014;1643965;2010-03-20 13:32:13
Fecha de fin deseada;12/02/2015;1643965;2010-03-20 13:32:13
Texto breve;Reubicar bodega D.F.S. Torre 359;1643965;2010-03-20 13:30:42
Estatus;Mensaje abierto;1643965;2010-03-03 11:16:15
Estatus;Mensaje en tratamiento;1643965;2010-03-03 11:16:15
Estatus;Orden asignada;1643965;2010-03-03 11:16:15
Número de orden;000035700143;1643965;2010-03-03 11:16:14
Texto breve;Retirar bodega D.F.S. Torre 359;1643965;2010-02-26 05:58:10
Estatus;Requiere Gestión  Ambiental;1643965;2010-02-26 05:58:10
Prioridad;4;1643965;2010-02-12 16:04:22
Inicio de la avería (hora);16:04:17;1643965;2010-02-12 16:04:22
Inicio de la avería (fecha);12/02/2014;1643965;2010-02-12 16:04:22
Estatus;Aviso Inicial;1643965;2010-02-10 16:10:53
Estatus;Mensaje abierto;1643965;2010-02-10 16:10:53
Fecha de fin deseada;30/10/2023;1643885;2018-12-27 10:20:56
Fecha de fin deseada;31/12/2023;1643885;2018-12-27 10:18:35
Clase de catálogo: Causas;;1643885;2018-02-05 14:25:47
Parte del objeto;3010;1643885;2018-02-05 14:25:36
Número de versión;000001;1643885;2018-02-05 14:25:36
Grupo de códigos: problemas;LITRA-VA;1643885;2018-02-05 14:25:36
Grupo de códigos: partes del objeto;LITRA-VA;1643885;2018-02-05 14:25:36
